"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"SQ_CANDIDATO";"NR_CANDIDATO";"NM_CANDIDATO";"NM_URNA_CANDIDATO";"NM_SOCIAL_CANDIDATO";"CD_SITUACAO_CANDIDATURA";"DS_SITUACAO_CANDIDATURA";"CD_DETALHE_SITUACAO_CAND";"DS_DETALHE_SITUACAO_CAND";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"NM_TIPO_DESTINACAO_VOTOS";"QT_VOTOS_NOMINAIS_VALIDOS";"CD_SIT_TOT_TURNO";"DS_SIT_TOT_TURNO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307411231;41123;"LUIZ CANTUÁRIA BARRETO";"LUCAS BARRETO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";41;"PSD";"Partido Social Democrático";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ ESPERANÇA";"PPB / PSD ";"N";0;"#NE";120;1;"ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307401251;40125;"LUIZ AMANAJAS DA SILVA";"LUIZ DENTISTA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";40;"PSB";"Partido Socialista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";2;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307131991;13199;"LUIZ REIS PINHEIRO";"LUIZINHO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";13;"PT";"Partido dos Trabalhadores";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ DE TODOS";"PT / PPS / PAN / PC do B ";"N";0;"#NE";10;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307155551;15555;"LUIS NEI DA SILVA BANHA";"LUÍS BANHA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";4;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307121901;12190;"UBIRANILDO DA SILVA MACÊDO";"MACÊDO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";1;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307434561;43456;"MARCELINO GURJAO FARIAS";"MARCELINO GURJÃO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";43;"PV";"Partido Verde";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";3;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307125121;12512;"WILSON MENESCAL DE SOUZA";"MENESCAL";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";13;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307251231;25123;"FRANCISCO MILTON RODRIGUES";"MILTON";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";25;"PFL";"Partido da Frente Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";12;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307151221;15122;"ALTAMIR MINEIRO REZENDE";"MINEIRO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";15;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307171231;17123;"JOSE JULIO DE MIRANDA COELHO";"MIRANDA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";17;"PSL";"Partido Social Liberal";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";98;1;"ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307115001;11500;"NATANIEL DA SILVA PAIVA";"NATANIEL PAIVA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";11;"PPB";"Partido Progressista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ ESPERANÇA";"PPB / PSD ";"N";0;"#NE";9;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307123441;12344;"NAZARÉ ALMEIDA BARROS";"NAZARÉ";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";1;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307251561;25156;"MARIA JACINEIDE BACELAR DO CARMO NASCIMENTO";"NEIDE BACELAR";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";25;"PFL";"Partido da Frente Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";1;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307151201;15120;"IRANEIDE SANTOS GOMES FEITOSA";"NEIDE SANTOS";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";2;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307203001;20300;"NELSON NONATO RICHENE RODRIGUES";"NELSON RICHENE";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";20;"PSC";"Partido Social Cristão";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";22;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307171291;17129;"ANTONIA NEURA OLIVEIRA NASCIMENTO";"NEURA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";17;"PSL";"Partido Social Liberal";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";2;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307131141;13114;"MANOEL OSVANIL BEZERRA BACELAR";"NIL-PISCA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";13;"PT";"Partido dos Trabalhadores";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ DE TODOS";"PT / PPS / PAN / PC do B ";"N";0;"#NE";9;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307700701;70070;"NIVALDA PORTAL DO ESPIRITO SANTO";"NIVALDA PORTAL";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";70;"PT do B";"Partido Trabalhista do Brasil";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";1;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307251451;25145;"ODENILSON MARQUES PEREIRA";"ODE";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";25;"PFL";"Partido da Frente Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";1;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307414441;41444;"JOSE NERY SOBRINHO";"PARAÍBA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";41;"PSD";"Partido Social Democrático";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ ESPERANÇA";"PPB / PSD ";"N";0;"#NE";5;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307151331;15133;"ADEMIR MOREIRA FERREIRA";"PASTOR ADEMIR MOREIRA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";5;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307151511;15151;"PAULO FERNANDO BATISTA GUERRA";"PAULO GUERRA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";4;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307144561;14456;"PAULO JOSE DA SILVA RAMOS";"PAULO JOSÉ";"#NE";2;"DEFERIDO";-3;"#NE";"PARTIDO ISOLADO";14;"PTB";"Partido Trabalhista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PARTIDO ISOLADO";"PTB";"N";0;"#NE";26;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307131221;13122;"PEDRO ROBERTO TORRES DE AZEVEDO";"PEDRO TORRES";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";13;"PT";"Partido dos Trabalhadores";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ DE TODOS";"PT / PPS / PAN / PC do B ";"N";0;"#NE";2;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307221071;22107;"CARLOS AUGUSTO LEAO COSTA";"PROF. CARLOS LEÃO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";22;"PL";"Partido Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";12;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307122231;12223;"RAYMUNDO MAGALHÃES FERREIRA";"PROFESSOR MAGALHÃES";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";12;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307151241;15124;"JOAO QUEIROGA DE SOUZA";"QUEIROGA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";15;"PMDB";"Partido do Movimento Democrático Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PMDB/PSL";"PMDB / PSL ";"N";0;"#NE";23;1;"ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307126991;12699;"RAIMUNDO SEBASTIÃO LEITE MEDEIROS";"RAIMUNDO LEITE";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";3;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307131131;13113;"RANDOLPH FREDERICH RODRIGUES ALVES";"RANDOLFE";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";13;"PT";"Partido dos Trabalhadores";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ DE TODOS";"PT / PPS / PAN / PC do B ";"N";0;"#NE";26;1;"ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307456111;45611;"REGILDO WALDERLEY SALOMAO";"REGILDO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";45;"PSDB";"Partido da Social Democracia Brasileira";-3;"#NE";"#NE";"#NE";-3;"TUDO PARA TODOS";"PSDB / PRONA ";"N";0;"#NE";60;1;"ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307411111;41111;"ANTÔNIO ROBERTO RODRIGUES DA SILVA";"ROBERTO GÓES";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";41;"PSD";"Partido Social Democrático";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ ESPERANÇA";"PPB / PSD ";"N";0;"#NE";36;1;"ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307221111;22111;"ROBERTO PARINTINS DOS SANTOS";"ROBERTO PARINTINS";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";22;"PL";"Partido Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";1;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307455551;45555;"ROBERVAL SOUSA DE AZEVEDO PICANCO";"ROBERVAL PICANÇO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";45;"PSDB";"Partido da Social Democracia Brasileira";-3;"#NE";"#NE";"#NE";-3;"TUDO PARA TODOS";"PSDB / PRONA ";"N";0;"#NE";45;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307126961;12696;"RONALDO MADUREIRA MODESTO";"RONALDO MODESTO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";4;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307251201;25120;"RUBEM NATAL COELHO PINTO";"RUBEM NATAL";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";25;"PFL";"Partido da Frente Liberal";-3;"#NE";"#NE";"#NE";-3;"FRENTE LIBERAL";"PL / PFL / PMN ";"N";0;"#NE";1;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307129711;12971;"RUZO DE JESUS PONTES DA SILVA";"RUZO DE JESUS GÓES";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";1;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307120121;12012;"JOSÉ SERAFIM PICANÇO FILHO";"SERAFIM PICANÇO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";40;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307411471;41147;"MARIA DO SOCORRO SILVA DO NASCIMENTO DA SILVA";"SOCORRO SILVA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";41;"PSD";"Partido Social Democrático";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ ESPERANÇA";"PPB / PSD ";"N";0;"#NE";1;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307202001;20200;"TELMA DE SOUSA GAMELEIRA";"TELMA GAMELEIRA";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";20;"PSC";"Partido Social Cristão";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";6;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307401231;40123;"ANTONIO VIEIRA SOBRAL";"TOM SOBRAL";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";40;"PSB";"Partido Socialista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"PARA TODOS";"PSB / PV / PRP ";"N";0;"#NE";1;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307412221;41222;"VALDECO VIEIRA DE SOUZA";"VALDECO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";41;"PSD";"Partido Social Democrático";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ ESPERANÇA";"PPB / PSD ";"N";0;"#NE";5;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307123451;12345;"ANTÔNIO VITAL COSTA DE ANDRADE";"VITAL";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";22;1;"ELEITO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307122101;12210;"JOSE GOES DE ALMEIDA";"ZÉ GÓES";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";12;"PDT";"Partido Democrático Trabalhista";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";3;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06033";"CALCOENE";3;7;"Deputado Estadual";300000307201001;20100;"JOSE RIBEIRO DE OLIVEIRA";"ZÉ RIBEIRO";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";20;"PSC";"Partido Social Cristão";-3;"#NE";"#NE";"#NE";-3;"O AMAPÁ QUE A GENTE QUER";"PDT / PSC / PT do B ";"N";0;"#NE";7;2;"SUPLENTE"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06068";"CUTIAS";10;3;"Governador";300000303000401;40;"JOÃO ALBERTO RODRIGUES CAPIBERIBE";"CAPI";"#NE";2;"DEFERIDO";-3;"#NE";"COLIGAÇÃO";40;"PSB";"Partido Socialista Brasileiro";-3;"#NE";"#NE";"#NE";-3;"AMAPÁ PARA TODOS";"PT / PPS / PAN / PSB / PV / PRP / PC do B ";"N";0;"#NE";483;6;"2º TURNO"
"20/09/2023";"17:53:41";"1998";2;"Eleição Ordinária";1;1998001;"ELEIÇÕES ORDINÁRIAS - 1998";"04/10/1998";"F";"AP";"AP";"Amapá";"06068";"CUTIAS";10;3;"Governador";300000303000161;16;"ELTON CORRÊA";"ELTON CORRÊA";"#NE";2;"DEFERIDO";-3;"#NE";"PARTIDO ISOLADO";16;"PSTU";"Partido Socialista dos Trabalhadores Unificado";-3;"#NE";"#NE";"#NE";-3;"PARTIDO ISOLADO";"PSTU";"N";0;"#NE";8;4;"NÃO ELEITO"
