"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"SQ_CANDIDATO";"NR_CANDIDATO";"NM_CANDIDATO";"NM_URNA_CANDIDATO";"NM_SOCIAL_CANDIDATO";"CD_SITUACAO_CANDIDATURA";"DS_SITUACAO_CANDIDATURA";"CD_DETALHE_SITUACAO_CAND";"DS_DETALHE_SITUACAO_CAND";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"NM_TIPO_DESTINACAO_VOTOS";"QT_VOTOS_NOMINAIS_VALIDOS";"CD_SIT_TOT_TURNO";"DS_SIT_TOT_TURNO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06130";"LARANJAL DO JARI";6130;"LARANJAL DO JARI";7;13;"Vereador";30000776146;90111;"CLAUDENILDO GOMES DE OLIVEIRA";"ÍNDIO OPERADOR";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";90;"PROS";"Partido Republicano da Ordem Social";-1;"#NULO#";"#NULO#";"#NULO#";30000075204;"PARTIDO ISOLADO";"PROS";"N";261;"Válido";261;3;"ELEITO POR MÉDIA"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06106";"SERRA DO NAVIO";6106;"SERRA DO NAVIO";11;13;"Vereador";30000963904;25123;"EMERSON DOS SANTOS SILVA";"EMERSON ABACAXI";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";30000111940;"PARTIDO ISOLADO";"DEM";"N";60;"Válido";60;3;"ELEITO POR MÉDIA"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06009";"PRACUÚBA";6009;"PRACUÚBA";1;13;"Vereador";30000817305;10600;"JOSE DARLAN OLIVEIRA PIRES";"DARLAN";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";30000085143;"PARTIDO ISOLADO";"REPUBLICANOS";"N";1;"Válido";1;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06009";"PRACUÚBA";6009;"PRACUÚBA";1;13;"Vereador";30000817307;10444;"NILTON CESAR LOPES";"NILTON";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";30000085143;"PARTIDO ISOLADO";"REPUBLICANOS";"N";93;"Válido";93;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06009";"PRACUÚBA";6009;"PRACUÚBA";1;13;"Vereador";30000817306;10120;"ROBSON FERREIRA NASCIMENTO";"ROBSON";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";30000085143;"PARTIDO ISOLADO";"REPUBLICANOS";"N";11;"Válido";11;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06009";"PRACUÚBA";6009;"PRACUÚBA";1;13;"Vereador";30000817299;10999;"FRANCISCO FILHO DE MORAIS RIBEIRO";"TIRANA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";30000085143;"PARTIDO ISOLADO";"REPUBLICANOS";"N";74;"Válido";74;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06009";"PRACUÚBA";6009;"PRACUÚBA";1;13;"Vereador";30000817308;10333;"JEANNE SOARES NUNES PALHETA";"JEANNE";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";30000085143;"PARTIDO ISOLADO";"REPUBLICANOS";"N";46;"Válido";46;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06009";"PRACUÚBA";6009;"PRACUÚBA";1;13;"Vereador";30000817301;10888;"HAMILTON DE JESUS COSTA";"BARDAL";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";30000085143;"PARTIDO ISOLADO";"REPUBLICANOS";"N";11;"Válido";11;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06009";"PRACUÚBA";6009;"PRACUÚBA";1;13;"Vereador";30000817303;10200;"JANIELI RAMOS MAGAVE DE SOUZA";"JANIELI";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";30000085143;"PARTIDO ISOLADO";"REPUBLICANOS";"N";36;"Válido";36;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06009";"PRACUÚBA";6009;"PRACUÚBA";1;13;"Vereador";30000817302;10666;"ROSIELY OLIVEIRA FERREIRA";"ROSIELY";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";30000085143;"PARTIDO ISOLADO";"REPUBLICANOS";"N";44;"Válido";44;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06009";"PRACUÚBA";6009;"PRACUÚBA";1;13;"Vereador";30000817300;10000;"EUNICE MAGAVE RAMOS";"EUNICE";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";30000085143;"PARTIDO ISOLADO";"REPUBLICANOS";"N";87;"Válido";87;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06009";"PRACUÚBA";6009;"PRACUÚBA";1;13;"Vereador";30000817309;10777;"CRISTIANE BRITO GIBSON";"CRISTIANE";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";30000085143;"PARTIDO ISOLADO";"REPUBLICANOS";"N";15;"Válido";15;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818877;20007;"SILVANO DO REGO SANTOS";"SILVANO SANTOS";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";163;"Válido";163;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818877;20007;"SILVANO DO REGO SANTOS";"SILVANO SANTOS";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";68;"Válido";68;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818881;20190;"JOSÉ INÁCIO DE SOUZA NETO";"ZEQUINHA JANSEN";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";64;"Válido";64;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818881;20190;"JOSÉ INÁCIO DE SOUZA NETO";"ZEQUINHA JANSEN";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";120;"Válido";120;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818883;20120;"GLAUBER COSTA DA SILVA";"GLAUBER COSTA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";65;"Válido";65;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818883;20120;"GLAUBER COSTA DA SILVA";"GLAUBER COSTA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";3;"Válido";3;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818880;20456;"CARLOS MAGNO RAMOS GOMES";"MAGNO RAMOS";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";56;"Válido";56;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818880;20456;"CARLOS MAGNO RAMOS GOMES";"MAGNO RAMOS";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";4;"Válido";4;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818887;20001;"RONALDO VITORIA FAGUNDES";"RONALDO BOMBOCADO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";146;"Válido";146;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818887;20001;"RONALDO VITORIA FAGUNDES";"RONALDO BOMBOCADO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";49;"Válido";49;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30001266535;20765;"ROMULO DOS PASSOS NAZÁRIO";"NAZÁRIO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";22;"Válido";22;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30001266535;20765;"ROMULO DOS PASSOS NAZÁRIO";"NAZÁRIO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";21;"Válido";21;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818888;20200;"GIOVANA LOPES BUERES";"FISIOTERAPEUTA GIOVANA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";145;"Válido";145;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818888;20200;"GIOVANA LOPES BUERES";"FISIOTERAPEUTA GIOVANA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";82;"Válido";82;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818882;20012;"MICHELLE ADRIANE SANCHES TRINDADE DA COSTA";"MICHELLE TRINDADE";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";6;"Válido";6;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818882;20012;"MICHELLE ADRIANE SANCHES TRINDADE DA COSTA";"MICHELLE TRINDADE";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";33;"Válido";33;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30001266534;20500;"BRENA TAYNAR MELO DE OLIVEIRA";"TAYNAR";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";2;"Válido";2;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30001266534;20500;"BRENA TAYNAR MELO DE OLIVEIRA";"TAYNAR";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";2;"Válido";2;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818895;20600;"CELIO GOMES MARTINS";"CÉLIO DA CONSTRUÇÃO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";36;"Válido";36;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818895;20600;"CELIO GOMES MARTINS";"CÉLIO DA CONSTRUÇÃO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";7;"Válido";7;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818879;20777;"ALEXSANDRA ROCHA DO NASCIMENTO";"ALEXSANDRA ROCHA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";10;"Válido";10;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818879;20777;"ALEXSANDRA ROCHA DO NASCIMENTO";"ALEXSANDRA ROCHA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";74;"Válido";74;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818885;20900;"ALINNY SANTOS DE OLIVEIRA";"ALINNY";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";14;"Válido";14;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818885;20900;"ALINNY SANTOS DE OLIVEIRA";"ALINNY";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";14;"Válido";14;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818893;20222;"MUSIVALDO PEREIRA DOS SANTOS";"MUSIVALDO SANTOS";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";32;"Válido";32;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818893;20222;"MUSIVALDO PEREIRA DOS SANTOS";"MUSIVALDO SANTOS";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";147;"Válido";147;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818894;20345;"DENIS FERNANDES";"DENIS MACAPÁ";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";5;"Válido";5;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818894;20345;"DENIS FERNANDES";"DENIS MACAPÁ";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";47;"Válido";47;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";2;13;"Vereador";30000818891;20123;"ACHILES EDUARDO PONTES CAMPOS";"DR ACHILES";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";940;"Válido";940;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818891;20123;"ACHILES EDUARDO PONTES CAMPOS";"DR ACHILES";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";389;"Válido";389;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;445;"ELEIÇÕES MUNICIPAIS 2020 - AP";"06/12/2020";"M";"AP";"06050";"MACAPÁ";6050;"MACAPÁ";10;13;"Vereador";30000818890;20800;"PEDRO DOS SANTOS MARTINS";"DA LUA DO ROTA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";20;"PSC";"Partido Social Cristão";-1;"#NULO#";"#NULO#";"#NULO#";30000085445;"PARTIDO ISOLADO";"PSC";"N";744;"Válido";744;5;"SUPLENTE"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06041";"ITAUBAL";6041;"ITAUBAL";10;13;"Vereador";30000856153;50111;"FABIO COSTA BARROS";"FABIO COSTA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";50;"PSOL";"Partido Socialismo e Liberdade";-1;"#NULO#";"#NULO#";"#NULO#";30000092987;"PARTIDO ISOLADO";"PSOL";"N";24;"Válido";24;4;"NÃO ELEITO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06041";"ITAUBAL";6041;"ITAUBAL";10;13;"Vereador";30000856154;50237;"JULIO MARIA SILVA SANTOS";"JÚLIO";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";50;"PSOL";"Partido Socialismo e Liberdade";-1;"#NULO#";"#NULO#";"#NULO#";30000092987;"PARTIDO ISOLADO";"PSOL";"N";16;"Válido";16;4;"NÃO ELEITO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06041";"ITAUBAL";6041;"ITAUBAL";10;13;"Vereador";30000856158;50222;"FRANÇOISE NARA SANTOS FERREIRA";"NARA FERREIRA";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";50;"PSOL";"Partido Socialismo e Liberdade";-1;"#NULO#";"#NULO#";"#NULO#";30000092987;"PARTIDO ISOLADO";"PSOL";"N";59;"Válido";59;4;"NÃO ELEITO"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"ELEIÇÕES MUNICIPAIS 2020";"15/11/2020";"M";"AP";"06041";"ITAUBAL";6041;"ITAUBAL";10;13;"Vereador";30000856156;50465;"ARQSAN PANTOJA DOS REIS";"ARQSAN";"#NULO#";12;"APTO";2;"DEFERIDO";"PARTIDO ISOLADO";50;"PSOL";"Partido Socialismo e Liberdade";-1;"#NULO#";"#NULO#";"#NULO#";30000092987;"PARTIDO ISOLADO";"PSOL";"N";13;"Válido";13;4;"NÃO ELEITO"
